ins_nm,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,gaji_min,gaji_max,jumlah_ms,rasio_formasi_ms,persen_kelulusan
Pemerintah Kab. Labuhanbatu Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LABUHANBATU UTARA | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | KELOMPOK JABATAN FUNGSIONAL,2,2785700,5261500,36,1:18,5.555555555555555
Pemerintah Kab. Labuhanbatu Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LABUHANBATU UTARA | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN KESEJAHTERAAN MASYARAKAT | KELOMPOK JABATAN FUNGSIONAL,1,2785700,5261500,3,1:3,33.33333333333333
Pemerintah Kab. Labuhanbatu Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LABUHANBATU UTARA | DINAS KESEHATAN KAB. LABUHAN BATU UTARA | KELOMPOK JABATAN FUNGSIONAL,1,2785700,5261500,0,,0.0
Pemerintah Kab. Labuhanbatu Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LABUHANBATU UTARA | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN HUKUM | KELOMPOK JABATAN FUNGSIONAL,1,2785700,5261500,3,1:3,33.33333333333333
Pemerintah Kab. Lamongan,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | DINAS LINGKUNGAN HIDUP | BIDANG TATA LINGKUNGAN,1,3000000,4500000,1,1:1,100.0
Pemerintah Kab. Lamongan,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DAERAH | ASISTEN EKONOMI DAN PEMBANGUNAN | BAGIAN PENGADAAN BARANG DAN JASA SEKRETARIAT DAERAH,1,3000000,4500000,1,1:1,100.0
Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DAERAH | ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT | BAGIAN TATA PEMERINTAHAN,1,3000000,4500000,7,1:7,14.28571428571428
Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DAERAH | ASISTEN EKONOMI DAN PEMBANGUNAN | BAGIAN PENGADAAN BARANG DAN JASA SEKRETARIAT DAERAH,1,3000000,4500000,2,1:2,50.0
Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | DINAS LINGKUNGAN HIDUP | BIDANG TATA LINGKUNGAN,1,3000000,4500000,32,1:32,3.125
Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DEWAN PERWAKILAN RAKYAT DAERAH | BAGIAN FASILITASI PENGANGGARAN, PENGAWASAN DAN ASPIRASI",1,3000000,4500000,8,1:8,12.5
Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,1,3000000,4500000,5,1:5,20.0
Pemerintah Kab. Lamongan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMONGAN | SEKRETARIAT DAERAH | ASISTEN EKONOMI DAN PEMBANGUNAN | BAGIAN SUMBER DAYA ALAM SEKRETARIAT DAERAH,1,3000000,4500000,6,1:6,16.66666666666666
Pemerintah Kab. Lampung Tengah,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Lampung Tengah. | Dinas Komunikasi, Informatika dan Statistik | Bidang Pengelolaan Informasi dan Komunikasi Publik",2,3000000,5000000,49,1:24,4.081632653061225
Pemerintah Kab. Lampung Tengah,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Kabupaten Lampung Tengah. | Dinas Komunikasi, Informatika dan Statistik | Bidang Penyelenggaraan Pemerintahan Berbasis Elektronik",2,3000000,5000000,37,1:18,5.405405405405405
Pemerintah Kab. Lampung Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LAMPUNG UTARA | BADAN KESATUAN BANGSA DAN POLITIK | SEKRETARIAT BADAN KESATUAN BANGSA DAN POLITIK,1,2605900,3103000,18,1:18,5.555555555555555
Pemerintah Kab. Lebong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LEBONG | SEKRETARIAT DAERAH. | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN. | BAGIAN ADMINISTRASI PEMBANGUNAN,2,2785700,4575200,2,1:1,100.0
Pemerintah Kab. Lebong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LEBONG | DINAS PERTANIAN DAN PERIKANAN .,2,2785700,4575200,12,1:6,16.66666666666666
Pemerintah Kab. Lebong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LEBONG | SEKRETARIAT DAERAH. | ASISTEN PEREKONOMIAN DAN PEMBANGUNAN. | BAGIAN PENGADAAN BARANG DAN JASA,2,2785700,4575200,1,1:0,200.0
Pemerintah Kab. Lebong,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LEBONG | BADAN PERENCANAAN PEMBANGUNAN DAERAH . | BIDANG PENGENDALIAN DAN EVALUASI PEMBANGUNAN DAERAH,1,2785700,4575200,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Komunikasi dan Informatika | Bidang Infrastruktur dan Pengembangan Teknologi Informasi Komunikasi,2,2485900,3500000,13,1:6,15.38461538461539
Pemerintah Kab. Lembata,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Sosial, Pengendalian Penduduk dan Keluarga Berencana | Sekretariat | Sub Bagian Umum dan Kepegawaian",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,PENYANDANG DISABILITAS,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Keuangan dan Aset Daerah | Sekretariat | Sub Bagian Umum dan Kepegawaian,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Pemerintahan dan Kesejahteraan Rakyat | Bagian Pemerintahan,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Tenaga Kerja dan Transmigrasi | Bidang Pelatihan, Penempatan Tenaga Kerja dan Transmigrasi",1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Lingkungan Hidup | Sekretariat | Sub Bagian Perencanaan dan Keuangan,1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pendidikan | Sekretariat Dinas Pendidikan,2,2785700,3200000,7,1:4,28.57142857142857
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Perumahan Rakyat, Kawasan Permukiman dan Pertanahan | Bidang Kawasan Permukiman dan Prasarana, Sarana Utilitas Umum",1,2785700,3500000,0,,0.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI NUSA TENGGARA TIMUR,18,2785700,6104700,32,1:2,56.25
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI KALIMANTAN SELATAN,17,2785700,6104700,74,1:4,22.97297297297298
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,KANWIL KEMENTERIAN AGAMA PROVINSI ACEH,30,2785700,6104700,261,1:9,11.49425287356322
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,IAIN TAKENGON,3,2785700,6104700,30,1:10,10.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,IAIN METRO,1,2785700,6104700,3,1:3,33.33333333333333
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,IAIN CURUP,2,2785700,6104700,6,1:3,33.33333333333333
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,DIREKTORAT JENDERAL BIMBINGAN MASYARAKAT HINDU,10,2785700,6104700,8,1:1,125.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN MAKASSAR,2,2785700,6104700,10,1:5,20.0
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"BADAN PENELITIAN DAN PENGEMBANGAN, DAN PENDIDIKAN DAN PELATIHAN",8,2785700,6104700,12,1:2,66.66666666666666
Kementerian Agama,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN AMBON,2,2785700,6104700,3,1:2,66.66666666666666
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Protokol dan Komunikasi Pimpinan,1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Badan Perencanaan Pembangunan, Penelitan dan Pengembangan Daerah | Sekretariat",2,2785700,3500000,3,1:2,66.66666666666666
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Kepemudaan, Olahraga dan Kebudayaan | Bidang Pembudayaan Olahraga",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,2,2785700,3500000,1,1:0,200.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Kearsipan dan Perpustakaan | Bidang Pengolahan, Layanan  dan Pelestarian Bahan Perpustakaan",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pekerjaan Umum dan Penataan Ruang | Sekretariat | Kepala Sub Bagian  Umum dan Kepegawaian,1,3000000,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Kepemudaan, Olahraga dan Kebudayaan | Bidang Kebudayaan",1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pendidikan | Sekretariat Dinas Pendidikan | Sub Bagian Umum dan Kepegawaian Dinas Pendidikan,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pariwisata dan Ekonomi Kreatif | Bidang Pengembangan Ekonomi Kreatif,2,2785700,3500000,3,1:2,66.66666666666666
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Komunikasi dan Informatika | Bidang Infrastruktur dan Pengembangan Teknologi Informasi Komunikasi,2,2485900,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Koperasi, Perindustrian dan Perdagangan | Sekretariat | Sub Bagian Umum dan Kepegawaian",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Kepemudaan, Olahraga dan Kebudayaan | Bidang Pelayanan Kepemudaan",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Perencanaan dan Keuangan,1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Kepemudaan, Olahraga dan Kebudayaan | Sekretariat",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Tenaga Kerja dan Transmigrasi | Sekretariat,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Kepemudaan, Olahraga dan Kebudayaan | Bidang Peningkatan Prestasi Olahraga",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Kearsipan dan Perpustakaan | Bidang Pengelolaan Arsip,1,2800000,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Keuangan dan Aset Daerah | Sekretariat,1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Sosial, Pengendalian Penduduk dan Keluarga Berencana | Sekretariat | Sub Bagian Umum dan Kepegawaian",2,2785700,3500000,3,1:2,66.66666666666666
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Perikanan | Sekretariat | Sub Bagian Umum dan Kepegawaian,2,2785700,3500000,5,1:2,40.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Kependudukan dan Pencatatan Sipil | Sekretariat | Sub Bagian Umum dan Kepegawaian,1,2785700,3500000,2,1:2,50.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Daerah | Sekretariat | Sub Bagian Perencanaan dan Keuangan,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Perekonomian dan Pembangunan | Bagian Pengadaan Barang dan Jasa,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pendidikan | Bidang Pembinaan Sekolah Dasar,1,2785700,3500000,2,1:2,50.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Daerah | Bidang Mutasi dan Promosi,1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Perekonomian dan Pembangunan | Bagian Administrasi  Pembangunan,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Umum,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pertanian dan Ketahanan Pangan | Sekretariat | SUB BAGIAN UMUM DAN KEPEGAWAIAN,2,2785700,3500000,3,1:2,66.66666666666666
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Daerah | Bidang Pengadaan, Pemberhentian dan Informasi Kepegawaian",1,2785700,3500000,3,1:3,33.33333333333333
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Daerah | Bidang Pengembangan Kompetensi Aparatur,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Perekonomian dan Pembangunan | Bagian Perekonomian dan Sumber Daya Alam,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | DINAS KESEHATAN KAB. LEMBATA | SEKRETARIS DINAS KESEHATAN KAB.LEMBATA | KASUBAG KEUANGAN DAN PERENCANAAN PROGRAM DINAS KESEHATAN,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Perumahan Rakyat, Kawasan Permukiman dan Pertanahan | Sekretariat",1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Pemerintahan dan Kesejahteraan Rakyat | Bagian Kesejahteraan Rakyat,1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pariwisata dan Ekonomi Kreatif | Bidang Pemasaran Pariwisata,2,2785700,3500000,6,1:3,33.33333333333333
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pendidikan | Bidang Pembinaan Ketenagaan,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Perhubungan | Sekretariat | Sub Bagian Umum dan Kepegawaian,1,2800000,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pariwisata dan Ekonomi Kreatif | Bidang Pengembangan Sumber Daya Pariwisata,2,2785700,3500000,6,1:3,33.33333333333333
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Sekretariat Daerah | Asisten Administrasi Umum | Bagian Organisasi,1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pendidikan | Bidang Pembinaan Sekolah Menengah Pertama,1,2785700,3500000,2,1:2,50.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Daerah | Bidang Penilaian Kinerja Aparatur dan Penghargaan,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | RSUD Lewoleba | BIDANG PENUNJANG | Seksi Penunjang Medik,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"Pemerintah Daerah Kabupaten Lembata | Dinas Perumahan Rakyat, Kawasan Permukiman dan Pertanahan | Bidang Pertanahan",1,2785700,3500000,1,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Keuangan dan Aset Daerah | Sekretariat | Sub Bagian Umum dan Kepegawaian,2,2785700,3500000,2,1:1,100.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Penanggulangan Bencana Daerah | Sekretariat | Sub Bagian Umum dan Kepegawaian,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Komunikasi dan Informatika | Bidang Pengelolaan Informasi Publik,1,2485900,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Badan Kesatuan Bangsa dan Politik Daerah | Sekretariat | Sub Bagian Umum dan Kepegawaian,1,2785700,3500000,0,,0.0
Pemerintah Kab. Lembata,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,Pemerintah Daerah Kabupaten Lembata | Dinas Pariwisata dan Ekonomi Kreatif | Bidang Destinasi dan Industri Pariwisata,2,2785700,3500000,6,1:3,33.33333333333333
Pemerintah Kab. Lombok Timur,CPNS,UMUM,PRANATA HUBUNGAN MASYARAKAT AHLI PERTAMA,PEMERINTAH KABUPATEN LOMBOK TIMUR | DINAS KOMUNIKASI INFORMATIKA DAN PERSANDIAN | BIDANG PENGELOLAAN OPINI DAN INFORMASI PUBLIK,1,2785700,4575200,53,1:53,1.886792452830189
Pemerintah Kab. Lombok Timur,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LOMBOK TIMUR | DINAS KOMUNIKASI INFORMATIKA DAN PERSANDIAN | BIDANG PERSANDIAN DAN KEAMANAN INFORMASI,1,2785700,4575200,108,1:108,0.9259259259259258
Pemerintah Kab. Lombok Utara,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN LOMBOK UTARA | DINAS PENANAMAN MODAL, PELAYANAN TERPADU SATU PINTU DAN TENAGA KERJA | Koordinator Pelayanan Terpadu Satu Pintu",1,2785700,6084097,62,1:62,1.612903225806452
Pemerintah Kab. Lumajang,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN LUMAJANG | SEKRETARIAT DAERAH | DINAS KESEHATAN PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA | RSUD DR HARYOTO | WADIR UMUM DAN KEUANGAN,1,3200000,5200000,42,1:42,2.380952380952381
Pemerintah Kab. Luwu,CPNS,UMUM,MANGGALA INFORMATIKA AHLI PERTAMA,"PEMERINTAH KABUPATEN LUWU | DINAS KOMUNIKASI, INFORMATIKA, STATISTIK DAN PERSANDIAN",1,3139900,3896600,18,1:18,5.555555555555555
Pemerintah Kab. Magetan,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN MAGETAN | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA KABUPATEN MAGETAN,2,2785700,4785700,15,1:8,13.33333333333333
Pemerintah Kab. Mahakam Ulu,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS KOMUNIKASI DAN INFORMATIKA, STATISTIK DAN PERSANDIAN | BIDANG INFORMASI DAN KOMUNIKASI PUBLIK",2,3400000,7000000,4,1:2,50.0
Pemerintah Kab. Mahakam Ulu,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN PENDAPATAN DAERAH | BIDANG PENDAFTARAN, PENDATAAN DAN PENETAPAN PAJAK DAERAH | SUB BIDANG ADMINISTRASI PERHITUNGAN DAN PENETAPAN PAJAK DAERAH",1,3400000,7000000,1,1:1,100.0
Pemerintah Kab. Mahakam Ulu,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA | BIDANG PENGADAAN, PEMBERHENTIAN, INFORMASI, MUTASI DAN PROMOSI",1,3400000,7000000,1,1:1,100.0
Pemerintah Kab. Mahakam Ulu,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,"PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | DINAS PARIWISATA, PEMUDA DAN OLAH RAGA | SEKRETARIAT DISPARPORA",1,3400000,7000000,1,1:1,100.0
Pemerintah Kab. Mahakam Ulu,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | BADAN PENDAPATAN DAERAH | BIDANG PAJAK DAN RETRIBUSI | SUB BIDANG PENERIMAAN PAJAK,1,3400000,7000000,2,1:2,50.0
Pemerintah Kab. Mahakam Ulu,CPNS,UMUM,PRANATA KOMPUTER AHLI PERTAMA,PEMERINTAH KABUPATEN MAHAKAM ULU | SEKRETARIAT DAERAH | ASISTEN ADMINISTRASI UMUM (ASISTEN III) | BAGIAN ORGANISASI,1,3400000,7000000,1,1:1,100.0
